entry,名称,分组,定位,class,subclass,InventoryType,槽位,装等,白字属性,绿字归一值,绿字最终值,绿字最终随机系数,属性条数,模板原始属性总和,240归一属性总和,随机前后总属性比,插槽数量,插槽1颜色,插槽2颜色,插槽Bonus,伤害,攻速毫秒,DPS,野性攻击强度,护甲,格挡值,基准entry,基准名称,基准装等,基准class,基准subclass,基准InventoryType,预算回退方式,等价词条映射,外观entry,外观名称,displayid,外观品质,外观物品装等,外观需求等级,插槽3颜色
100389,腐化之断岳,通用槽位,法系输出,4,0,11,戒指,240,耐力+52；智力+56,法术强度+77；命中等级+53；暴击等级+31,法术强度+74；命中等级+52；暴击等级+33,法术强度×0.9610；命中等级×0.9811；暴击等级×1.0645,5,282,269,0.9926,1,蓝色,,0,,,,,,,48001,火焰风暴指环,245,4,0,11,无,,34361,硬化氪金指环,39126,4,159,70,
100390,幻影玺戒,通用槽位,法系输出,4,0,11,戒指,240,耐力+52；智力+48；精神+39,法术强度+76；急速等级+55,法术强度+83；急速等级+56,法术强度×1.0921；急速等级×1.0182,5,269,270,1.0296,0,,,0,,,,,,,45495,导能封印,239,4,0,11,无,,34362,熔铸能量指环,31616,4,159,70,
100391,艾萨拉的夜幕,通用槽位,法系输出,4,0,11,戒指,240,耐力+72；智力+48；精神+25,命中等级+48；法术强度+85,命中等级+44；法术强度+90,命中等级×0.9167；法术强度×1.0588,5,276,278,1.0036,0,,,0,,,,,,,45297,闪烁徽记,239,4,0,11,无,,34166,光棱指环,39123,4,154,70,
100392,冲击指环,通用槽位,法系输出,4,0,11,戒指,240,耐力+70；智力+48,法术强度+85；暴击等级+48；急速等级+49,法术强度+88；暴击等级+50；急速等级+50,法术强度×1.0353；暴击等级×1.0417；急速等级×1.0204,5,333,300,1.0200,2,蓝色,红色,0,,,,,,,51557,肯瑞托符文徽记,251,4,0,11,无,,34189,灾难指环,31655,4,154,70,
100393,轮回·指环,通用槽位,法系输出,4,0,11,戒指,240,耐力+52；智力+56,法术强度+77；命中等级+53；暴击等级+31,法术强度+77；命中等级+56；暴击等级+33,法术强度×1.0000；命中等级×1.0566；暴击等级×1.0645,5,282,269,1.0186,1,红色,,0,,,,,,,47928,火焰风暴之戒,245,4,0,11,无,,34213,坚定决心指环,45948,4,154,70,
100394,黑锋骑士之披肩,通用槽位,法系输出,4,1,16,披风,240,智力+51；耐力+63,法术强度+85；暴击等级+48；急速等级+34,法术强度+86；暴击等级+45；急速等级+33,法术强度×1.0118；暴击等级×0.9375；急速等级×0.9706,5,294,281,0.9893,0,,,0,,,,,164,,49491,轻盈的萨菲隆斗篷,245,4,1,16,无,,34241,原罪披风,48868,4,164,70,
100395,天启之斗篷,通用槽位,法系输出,4,1,16,披风,240,耐力+62；智力+52,法术强度+76；命中等级+41；暴击等级+43,法术强度+77；命中等级+41；暴击等级+41,法术强度×1.0132；命中等级×1.0000；暴击等级×0.9535,5,271,274,0.9964,1,蓝色,,0,,,,,162,,45242,灭亡斗篷,239,4,1,16,无,,34242,安东尼达斯的破碎斗篷,48871,4,164,70,
100396,天启·缚龙,通用槽位,法系输出,4,1,16,披风,240,耐力+71；智力+48；精神+48,法术强度+76；急速等级+39,法术强度+70；急速等级+39,法术强度×0.9211；急速等级×1.0000,5,280,282,0.9787,2,红色,黄色,0,,,,,162,,45618,阳光披风,239,4,1,16,无,,41591,军士的强固斗篷,27088,4,156,70,
100397,镇魂使之暮星,通用槽位,法系输出,4,1,16,披风,240,耐力+55；智力+55,法术强度+85；急速等级+48；命中等级+48,法术强度+90；急速等级+44；命中等级+44,法术强度×1.0588；急速等级×0.9167；命中等级×0.9167,5,305,291,0.9897,0,,,0,,,,,164,,47291,偏移斗篷,245,4,1,16,无,,34190,血色珍珠披风,48869,4,154,70,
100398,奥妮克希亚的紫电,通用槽位,力量输出,4,0,2,颈部,240,力量+82；耐力+82,暴击等级+48；命中等级+48,暴击等级+46；命中等级+47,暴击等级×0.9583；命中等级×0.9792,4,272,260,0.9885,2,红色,黄色,0,,,,,,,47297,刽子手的恶行,245,4,0,2,无,,34178,深渊领主颈圈,48507,4,154,70,
100399,泰坦之印记,通用槽位,力量输出,4,0,2,颈部,240,力量+82；耐力+82,暴击等级+53；急速等级+41,暴击等级+55；急速等级+38,暴击等级×1.0377；急速等级×0.9268,4,239,258,0.9961,2,黄色,蓝色,0,,,,,,,45193,无尽的热情,232,4,0,2,无,,34184,贵族精灵的胸针,48509,4,154,70,
100400,奥格瑞玛的翡翠,通用槽位,力量输出,4,0,2,颈部,240,力量+84；耐力+83,暴击等级+55；护甲穿透等级+36,暴击等级+60；护甲穿透等级+34,暴击等级×1.0909；护甲穿透等级×0.9444,4,211,258,1.0116,0,,,0,,,,,,,49818,苦痛刺圈,219,4,0,2,无,,34204,自由魔法项链,48512,4,154,70,
100401,永夜的潮汐,通用槽位,力量输出,4,0,2,颈部,240,力量+64；耐力+108,暴击等级+48；精准等级+41,暴击等级+47；精准等级+44,暴击等级×0.9792；精准等级×1.0732,4,290,261,1.0077,2,红色,黄色,0,,,,,,,53502,Flamelash Amulet,251,4,0,2,无,,35132,护卫者的征服坠饰,39162,4,154,70,
100402,不朽·之戒,通用槽位,力量输出,4,0,11,戒指,240,力量+75；耐力+82,暴击等级+48；命中等级+40,暴击等级+44；命中等级+37,暴击等级×0.9167；命中等级×0.9250,4,243,245,0.9714,1,红色,,0,,,,,,,45534,背弃国王的徽记之戒,239,4,0,11,无,,34230,全能之戒,44358,4,154,70,
100403,奥杜尔的新月,通用槽位,力量输出,4,0,11,戒指,240,力量+82；耐力+82,暴击等级+48；急速等级+48,暴击等级+51；急速等级+49,暴击等级×1.0625；急速等级×1.0208,4,272,260,1.0154,0,,,0,,,,,,,47252,暴戾指环,245,4,0,11,无,,35129,护卫者的统御指环,39129,4,154,70,
100404,希利苏斯的圣辉,通用槽位,力量输出,4,0,11,戒指,240,力量+82；耐力+82,暴击等级+53；护甲穿透等级+41,暴击等级+57；护甲穿透等级+39,暴击等级×1.0755；护甲穿透等级×0.9512,4,239,258,1.0078,0,,,0,,,,,,,45106,机械之力,232,4,0,11,无,,32497,怒风徽记之戒,45362,4,151,70,
100405,岩心·裂地,通用槽位,力量输出,4,0,11,戒指,240,力量+82；耐力+82,暴击等级+51；精准等级+43,暴击等级+52；精准等级+43,暴击等级×1.0196；精准等级×1.0000,4,239,258,1.0039,2,红色,黄色,0,,,,,,,50306,风行者的诺言,232,4,0,11,无,,34837,至尊二戒,31800,4,143,70,
100406,秩序玺戒,通用槽位,力量输出,4,0,11,戒指,240,力量+84；耐力+82,命中等级+43；护甲穿透等级+51,命中等级+45；护甲穿透等级+53,命中等级×1.0465；护甲穿透等级×1.0392,4,225,260,1.0154,1,黄色,,0,,,,,,,45675,能量强化指环,225,4,0,11,无,,32261,深渊领主指环,44357,4,141,70,
100407,玄铁之降世,通用槽位,力量输出,4,0,11,戒指,240,力量+83；耐力+82,命中等级+53；精准等级+41,命中等级+55；精准等级+44,命中等级×1.0377；精准等级×1.0732,4,226,259,1.0193,2,蓝色,红色,0,,,,,,,45540,持剑者的徽记之戒,226,4,0,11,无,,32335,凶猛进攻指环,44841,4,141,70,
100408,奥术之破夜,通用槽位,力量输出,4,1,16,披风,240,力量+65；耐力+107,暴击等级+47；命中等级+37,暴击等级+46；命中等级+38,暴击等级×0.9787；命中等级×1.0270,4,254,256,1.0000,0,,,0,,,,,162,,45588,天界斗篷,239,4,1,16,无,,34205,救赎灵魂披风,48870,4,154,70,
100409,晨辉之碎星,通用槽位,力量输出,4,1,16,披风,240,力量+74；耐力+82,暴击等级+29；急速等级+56,暴击等级+28；急速等级+53,暴击等级×0.9655；急速等级×0.9464,4,267,241,0.9834,1,黄色,,0,,,,,164,,50791,萨隆邪铁石像鬼披风,251,4,1,16,无,,32524,贵族精灵斗篷,45476,4,151,70,
100410,纳克萨玛斯的群星,通用槽位,力量输出,4,1,16,披风,240,力量+82；耐力+82,暴击等级+53；护甲穿透等级+41,暴击等级+54；护甲穿透等级+39,暴击等级×1.0189；护甲穿透等级×0.9512,4,239,258,0.9961,1,蓝色,,0,,,,,165,,45138,龙骑士披风,232,4,1,16,无,,32323,影月毁灭者斗篷,45886,4,141,70,
100411,恒金之镇渊,通用槽位,力量输出,4,1,16,披风,240,力量+82；耐力+82,暴击等级+49；精准等级+48,暴击等级+52；精准等级+51,暴击等级×1.0612；精准等级×1.0625,4,242,261,1.0230,0,,,0,,,,,163,,54803,冰霜领主的战斗裹尸布,232,4,1,16,无,,32331,伊利达雷议会披风,45885,4,141,70,
100412,夜幕·项链,通用槽位,敏捷输出,4,0,2,颈部,240,敏捷+65；耐力+71,攻击强度+87；暴击等级+48；急速等级+41,攻击强度+82；暴击等级+45；急速等级+41,攻击强度×0.9425；暴击等级×0.9375；急速等级×1.0000,5,309,312,0.9744,1,红色,,0,,,,,,,45517,无限钟摆,239,4,0,2,无,,32362,泰坦坠饰,4841,4,141,70,
100413,混沌之裁断,通用槽位,敏捷输出,4,0,2,颈部,240,敏捷+65；耐力+62,攻击强度+103；暴击等级+50；护甲穿透等级+38,攻击强度+95；暴击等级+48；护甲穿透等级+38,攻击强度×0.9223；暴击等级×0.9600；护甲穿透等级×1.0000,5,333,318,0.9686,2,黄色,蓝色,0,,,,,,,47988,永劫苦痛项圈,245,4,0,2,无,,32370,纳蒂娜的纯洁坠饰,39212,4,141,70,
100414,掠影项圈,通用槽位,敏捷输出,4,0,2,颈部,240,敏捷+71；耐力+55,命中等级+46；暴击等级+50；攻击强度+93,命中等级+44；暴击等级+52；攻击强度+96,命中等级×0.9565；暴击等级×1.0400；攻击强度×1.0323,5,330,315,1.0095,0,,,0,,,,,,,49485,闪耀的奥妮克希亚龙牙坠饰,245,4,0,2,无,,32589,地狱火坠饰,31899,4,141,70,
100415,森罗之破夜,通用槽位,敏捷输出,4,0,2,颈部,240,敏捷+65；耐力+72,攻击强度+90；护甲穿透等级+49；急速等级+43,攻击强度+82；护甲穿透等级+49；急速等级+45,攻击强度×0.9111；护甲穿透等级×1.0000；急速等级×1.0465,5,397,319,0.9812,1,红色,,0,,,,,,,50421,辛达苟萨之爪,264,4,0,2,无,,32591,锯齿利刃项圈,39210,4,141,70,
100416,生命之戒,通用槽位,敏捷输出,4,0,11,戒指,240,敏捷+72；耐力+60,暴击等级+51；急速等级+36；攻击强度+87,暴击等级+49；急速等级+35；攻击强度+92,暴击等级×0.9608；急速等级×0.9722；攻击强度×1.0575,5,303,306,1.0065,2,红色,黄色,0,,,,,,,45456,敏捷之环,239,4,0,11,无,,34887,安格莉丝塔的复仇,49005,4,141,70,
100417,暗影戒律,通用槽位,敏捷输出,4,0,11,戒指,240,敏捷+65；耐力+62,攻击强度+97；暴击等级+43；护甲穿透等级+33,攻击强度+88；暴击等级+46；护甲穿透等级+31,攻击强度×0.9072；暴击等级×1.0698；护甲穿透等级×0.9394,5,297,300,0.9733,1,黄色,,0,,,,,,,45608,布莱恩的徽记之戒,239,4,0,11,无,,34890,安薇娜的触摸,43095,4,141,70,
100418,泰坦之指环,通用槽位,敏捷输出,4,0,11,戒指,240,敏捷+69；耐力+63,攻击强度+106；暴击等级+48；命中等级+47,攻击强度+105；暴击等级+45；命中等级+43,攻击强度×0.9906；暴击等级×0.9375；命中等级×0.9149,5,370,333,0.9760,1,蓝色,,0,,,,,,,50376,复仇之灰烬指环,251,4,0,11,无,,30109,无尽盘蛇之戒,33534,4,138,70,
100419,命轮之戒指,通用槽位,敏捷输出,4,0,11,戒指,240,敏捷+71；耐力+73,攻击强度+98；护甲穿透等级+48；急速等级+48,攻击强度+94；护甲穿透等级+48；急速等级+48,攻击强度×0.9592；护甲穿透等级×1.0000；急速等级×1.0000,5,353,338,0.9882,2,红色,黄色,0,,,,,,,47730,灵巧明石戒指,245,4,0,11,无,,33987,Indalamar's Ring of 200 Spell Crit,26537,4,130,70,
100420,命轮之裁断,通用槽位,敏捷输出,4,0,11,戒指,240,敏捷+55；耐力+72,攻击强度+140；暴击等级+48；精准等级+41,攻击强度+147；暴击等级+49；精准等级+39,攻击强度×1.0500；暴击等级×1.0208；精准等级×0.9512,5,331,356,1.0169,2,黄色,蓝色,0,,,,,,,45525,屠神徽记,232,4,0,11,无,,29920,浴火凤凰之戒,35472,4,128,70,
100421,灵光·守望,通用槽位,敏捷输出,4,0,11,戒指,240,敏捷+71；耐力+73,攻击强度+98；暴击等级+51；急速等级+42,攻击强度+89；暴击等级+50；急速等级+43,攻击强度×0.9082；暴击等级×0.9804；急速等级×1.0238,5,351,335,0.9731,1,蓝色,,0,,,,,,,47282,无情侵掠指环,245,4,0,11,无,,29922,奥之指环,39120,4,128,70,
100422,神祇之守望,通用槽位,敏捷输出,4,1,16,披风,240,敏捷+71；耐力+73,攻击强度+98；暴击等级+48；急速等级+48,攻击强度+93；暴击等级+46；急速等级+46,攻击强度×0.9490；暴击等级×0.9583；急速等级×0.9583,5,353,338,0.9734,2,红色,黄色,0,,,,,164,,47257,凶兽披风,245,4,1,16,无,,32337,宽恕披风,46490,4,141,70,
100423,临世披风,通用槽位,敏捷输出,4,1,16,披风,240,敏捷+64；耐力+63,护甲穿透等级+34；攻击强度+101；暴击等级+46,护甲穿透等级+35；攻击强度+101；暴击等级+50,护甲穿透等级×1.0294；攻击强度×1.0000；暴击等级×1.0870,5,270,308,1.0162,1,黄色,,0,,,,,164,,46032,无面者将军斗篷,226,4,1,16,无,,32590,空灵披风,46124,4,141,70,
100424,潜踪大氅,通用槽位,敏捷输出,4,1,16,披风,240,耐力+62；敏捷+77,暴击等级+54；命中等级+39；攻击强度+100,暴击等级+53；命中等级+39；攻击强度+94,暴击等级×0.9815；命中等级×1.0000；攻击强度×0.9400,5,289,332,0.9789,0,,,0,,,,,166,,45704,碎裂巨人披风,225,4,1,16,无,,34010,镇定斗篷,47249,4,141,70,
100425,龙焰·裁断,通用槽位,敏捷输出,4,1,16,披风,240,敏捷+65；耐力+71,攻击强度+103；命中等级+40；急速等级+41,攻击强度+113；命中等级+39；急速等级+40,攻击强度×1.0971；命中等级×0.9750；急速等级×0.9756,5,317,320,1.0250,0,,,0,,,,,162,,45461,冰冷意图披风,239,4,1,16,无,,34012,决战披风,47252,4,141,70,
100426,源质链坠,通用槽位,治疗,4,0,2,颈部,240,耐力+53；智力+49；精神+47,法术强度+84；暴击等级+56,法术强度+78；暴击等级+52,法术强度×0.9286；暴击等级×0.9286,5,267,289,0.9654,1,蓝色,,0,,,,,,,45236,坚定之眼,232,4,0,2,无,,33466,诅咒骨环,9852,4,133,70,
100427,复苏护符,通用槽位,治疗,4,0,2,颈部,240,耐力+71；智力+48；精神+47,法术强度+76；急速等级+35,法术强度+79；急速等级+38,法术强度×1.0395；急速等级×1.0857,5,275,277,1.0217,1,黄色,,0,,,,,,,45243,蓝宝石治愈护符,239,4,0,2,无,,30008,流失岁月坠饰,31889,4,128,70,
100428,复苏项圈,通用槽位,治疗,4,0,2,颈部,240,耐力+56；智力+54,法术强度+77；暴击等级+48；每5秒法力回复+20,法术强度+73；暴击等级+49；每5秒法力回复+20,法术强度×0.9481；暴击等级×1.0208；每5秒法力回复×1.0000,5,267,255,0.9882,2,红色,蓝色,0,,,,,,,48003,元素禁锢坠饰,245,4,0,2,无,,30022,危机坠饰,34204,4,128,70,
100429,破军者之璀璨,通用槽位,治疗,4,0,2,颈部,240,耐力+62；智力+52,法术强度+76；急速等级+40；每5秒法力回复+24,法术强度+82；急速等级+42；每5秒法力回复+23,法术强度×1.0789；急速等级×1.0500；每5秒法力回复×0.9583,5,251,254,1.0276,1,蓝色,,0,,,,,,,45443,谨慎抉择符咒,239,4,0,2,无,,30059,凶兽之怒项圈,33906,4,128,70,
100430,圣贤之之戒,通用槽位,治疗,4,0,11,戒指,240,智力+53；精神+34；耐力+58,暴击等级+50；法术强度+85,暴击等级+53；法术强度+86,暴击等级×1.0600；法术强度×1.0118,5,295,280,1.0143,2,蓝色,黄色,0,,,,,,,49486,抛光的屠龙者的徽记,245,4,0,11,无,,30028,提瑞斯法安宁指环,28733,4,128,70,
100431,辉光印戒,通用槽位,治疗,4,0,11,戒指,240,耐力+55；智力+55；精神+48,法术强度+85；急速等级+48,法术强度+86；急速等级+47,法术强度×1.0118；急速等级×0.9792,5,305,291,1.0000,0,,,0,,,,,,,47732,唤魔者指环,245,4,0,11,无,,30061,远古征服指环,31908,4,128,70,
100432,苍翠·轰雷,通用槽位,治疗,4,0,11,戒指,240,耐力+55；智力+55,法术强度+85；暴击等级+48；每5秒法力回复+24,法术强度+81；暴击等级+52；每5秒法力回复+23,法术强度×0.9529；暴击等级×1.0833；每5秒法力回复×0.9583,5,280,267,0.9963,1,红色,,0,,,,,,,47733,愈心者头环,245,4,0,11,无,,30083,裂魂之戒,24646,4,128,70,
100433,缚霜者之恒金,通用槽位,治疗,4,0,11,戒指,240,耐力+62；智力+52,法术强度+76；急速等级+39；每5秒法力回复+24,法术强度+76；急速等级+38；每5秒法力回复+26,法术强度×1.0000；急速等级×0.9744；每5秒法力回复×1.0833,5,250,253,1.0040,1,蓝色,,0,,,,,,,45614,星光之环,239,4,0,11,无,,33054,丹扎拉尔徽记,31657,4,128,70,
100434,青铜玺戒,通用槽位,治疗,4,0,11,戒指,240,耐力+55；智力+55；精神+42,法术强度+85；暴击等级+51,法术强度+90；暴击等级+52,法术强度×1.0588；暴击等级×1.0196,5,303,288,1.0208,1,黄色,,0,,,,,,,47327,血红显像之戒,245,4,0,11,无,,33058,警醒指环,31905,4,128,70,
100435,星云·戒律,通用槽位,治疗,4,0,11,戒指,240,耐力+52；智力+48；精神+39,法术强度+76；急速等级+55,法术强度+80；急速等级+60,法术强度×1.0526；急速等级×1.0909,5,269,270,1.0333,2,红色,蓝色,0,,,,,,,45495,导能封印,239,4,0,11,无,,28757,千印之戒,33864,4,125,70,
100436,矮人锻造师之生长,通用槽位,治疗,4,1,16,披风,240,耐力+53；智力+53；精神+56,法术强度+84；暴击等级+41,法术强度+82；暴击等级+44,法术强度×0.9762；暴击等级×1.0732,5,266,287,1.0035,1,蓝色,,0,,,,,165,,45529,鬼魅记忆斗篷,232,4,1,16,无,,29989,太阳光芒披风,46123,4,138,70,
100437,夜幕·穿云,通用槽位,治疗,4,1,16,披风,240,耐力+55；智力+55；精神+48,法术强度+85；急速等级+48,法术强度+87；急速等级+52,法术强度×1.0235；急速等级×1.0833,5,305,291,1.0206,1,黄色,,0,,,,,164,,47256,清风斗篷,245,4,1,16,无,,29994,萨拉斯荒野披风,46125,4,138,70,
100438,炽焰之披肩,通用槽位,治疗,4,1,16,披风,240,耐力+62；智力+52,法术强度+76；暴击等级+40；每5秒法力回复+24,法术强度+72；暴击等级+43；每5秒法力回复+26,法术强度×0.9474；暴击等级×1.0750；每5秒法力回复×1.0833,5,251,254,1.0039,1,红色,,0,,,,,162,,45486,忧郁女神斗篷,239,4,1,16,无,,33304,压制能量披风,46812,4,136,70,
100439,永恒·斗篷,通用槽位,治疗,4,1,16,披风,240,耐力+55；智力+55,法术强度+77；急速等级+41；每5秒法力回复+24,法术强度+73；急速等级+38；每5秒法力回复+23,法术强度×0.9481；急速等级×0.9268；每5秒法力回复×0.9583,5,279,252,0.9683,1,蓝色,,0,,,,,164,,51382,悲痛抚平者斗篷,251,4,1,16,无,,33333,卡尔玛的希望披风,43292,4,136,70,
100440,执剑者之天轨,通用槽位,坦克,4,0,2,颈部,240,力量+72；耐力+97,防御等级+37；躲闪等级+30；招架等级+37,防御等级+38；躲闪等级+32；招架等级+40,防御等级×1.0270；躲闪等级×1.0667；招架等级×1.0811,5,271,273,1.0220,0,,,0,,,,,,,45485,瓦尼尔的青铜坠饰,239,4,0,2,无,,30099,溺水者之链,43599,4,128,70,
100441,山脉坠饰,通用槽位,坦克,4,0,2,颈部,240,力量+48；耐力+107,防御等级+46；躲闪等级+48；命中等级+48,防御等级+47；躲闪等级+52；命中等级+48,防御等级×1.0217；躲闪等级×1.0833；命中等级×1.0000,5,262,297,1.0168,1,红色,,0,,,,,,,51806,极乐碎片,226,4,0,2,无,,33296,灵巧胸针,46805,4,128,70,
100442,玄冰护符,通用槽位,坦克,4,0,2,颈部,240,耐力+109；力量+55,躲闪等级+48；精准等级+36；防御等级+48,躲闪等级+46；精准等级+33；防御等级+46,躲闪等级×0.9583；精准等级×0.9167；防御等级×0.9583,5,310,296,0.9764,1,黄色,,0,,,,,,,49492,艾斯卡达尔铰链,245,4,0,2,无,,33297,蛮族项圈,43701,4,128,70,
