entry,名称,分组,定位,class,subclass,InventoryType,槽位,装等,白字属性,绿字理论归一值,触发属性预算系数,绿字触发附加前归一值,绿字最终值,绿字最终随机系数,属性条数,插槽数量,插槽1颜色,插槽2颜色,插槽Bonus,伤害,攻速毫秒,DPS,护甲,格挡值,触发法术ID,触发方式,触发效果类别,效果来源装等,效果来源物品ID,效果来源物品,基准entry,基准名称,基准装等,基准class,基准subclass,基准InventoryType,预算回退方式,等价词条映射,外观entry,外观名称,displayid,外观品质,外观物品装等,外观需求等级,插槽3颜色
103722,月泉之新月,护甲,治疗,4,3,3,肩部,280,耐力+107；智力+110,法术强度+147；暴击等级+83；每5秒法力回复+48,1.00（触发效果额外，不扣属性预算）,法术强度+147；暴击等级+83；每5秒法力回复+48,法术强度+149；暴击等级+82；每5秒法力回复+47,法术强度×1.0136；暴击等级×0.9880；每5秒法力回复×0.9792,5,1,红色,,0,,,,1149,,,,,,,,47706,碎地者肩饰,245,4,3,3,无,,30085,不倦追踪者护肩,46355,4,128,70,
103723,寒星·护肩,护甲,治疗,4,3,3,肩部,280,耐力+106；智力+107,法术强度+150；急速等级+82；每5秒法力回复+47,1.00（触发效果额外，不扣属性预算）,法术强度+150；急速等级+82；每5秒法力回复+47,法术强度+141；急速等级+88；每5秒法力回复+45,法术强度×0.9400；急速等级×1.0732；每5秒法力回复×0.9574,5,0,,,0,,,,1158,,,,,,,,48290,努波顿的凯旋护肩,258,4,3,3,无,,30097,珊瑚护肩,46096,4,128,70,
103724,救赎守护外衣,护甲,治疗,4,3,20,胸部,280,耐力+143；智力+145,法术强度+183；暴击等级+97；每5秒法力回复+63,1.00（触发效果额外，不扣属性预算）,法术强度+183；暴击等级+97；每5秒法力回复+63,法术强度+182；暴击等级+90；每5秒法力回复+64,法术强度×0.9945；暴击等级×0.9278；每5秒法力回复×1.0159,5,1,蓝色,,0,,,,1543,,,,,,,,47209,元素流动胸甲,258,4,3,5,无,,34912,龙皮鳞甲,48466,4,141,70,
103725,荒野猎手之生命,护甲,治疗,4,3,20,胸部,280,耐力+143；智力+145,法术强度+186；急速等级+123；每5秒法力回复+49,1.00（触发效果额外，不扣属性预算）,法术强度+186；急速等级+123；每5秒法力回复+49,法术强度+182；急速等级+129；每5秒法力回复+45,法术强度×0.9785；急速等级×1.0488；每5秒法力回复×0.9184,5,1,黄色,,0,,,,1547,,,,,,,,51840,虹吸元素胸甲,264,4,3,5,无,,34930,生命波浪胸甲,48487,4,141,70,
103726,祈愿法衣,护甲,治疗,4,3,20,胸部,280,耐力+143；智力+145,法术强度+186；暴击等级+117；每5秒法力回复+54,1.00（触发效果额外，不扣属性预算）,法术强度+186；暴击等级+117；每5秒法力回复+54,法术强度+187；暴击等级+114；每5秒法力回复+49,法术强度×1.0054；暴击等级×0.9744；每5秒法力回复×0.9074,5,0,,,0,,,,1547,,,,,,,,50971,涌泉锁甲,264,4,3,5,无,,34933,涡流之怒外套,48491,4,141,70,
103727,无声裁决圣袍,护甲,治疗,4,3,20,胸部,280,耐力+143；智力+145,法术强度+186；急速等级+96；每5秒法力回复+63,1.00（触发效果额外，不扣属性预算）,法术强度+186；急速等级+96；每5秒法力回复+63,法术强度+198；急速等级+97；每5秒法力回复+68,法术强度×1.0645；急速等级×1.0104；每5秒法力回复×1.0794,5,2,蓝色,黄色,0,,,,1547,,,,,,,,50177,血钱锁甲,264,4,3,5,无,,31960,残酷角斗士的链甲护胸,45963,4,136,70,
103728,圣贤之新生,护甲,治疗,4,3,6,腰部,280,耐力+106；智力+107,法术强度+138；暴击等级+74；每5秒法力回复+47,1.00（触发效果额外，不扣属性预算）,法术强度+138；暴击等级+74；每5秒法力回复+47,法术强度+139；暴击等级+72；每5秒法力回复+49,法术强度×1.0072；暴击等级×0.9730；每5秒法力回复×1.0426,5,1,蓝色,,0,,,,868,,,,,,,,47426,冰层挖掘者护腕,258,4,3,6,无,,30046,黑鹰腰带,46087,4,128,70,
103729,逐日者之圣光,护甲,治疗,4,3,6,腰部,280,耐力+107；智力+108,法术强度+140；急速等级+96；每5秒法力回复+34,1.00（触发效果额外，不扣属性预算）,法术强度+140；急速等级+96；每5秒法力回复+34,法术强度+137；急速等级+90；每5秒法力回复+33,法术强度×0.9786；急速等级×0.9375；每5秒法力回复×0.9706,5,1,黄色,,0,,,,870,,,,,,,,51919,亡语信徒腰带,264,4,3,6,无,,30068,海潮召唤束带,46097,4,128,70,
103730,扣带·深渊凝视,护甲,治疗,4,3,6,腰部,280,耐力+106；智力+107,法术强度+150；暴击等级+84；每5秒法力回复+47,1.00（触发效果额外，不扣属性预算）,法术强度+150；暴击等级+84；每5秒法力回复+47,法术强度+143；暴击等级+79；每5秒法力回复+51,法术强度×0.9533；暴击等级×0.9405；每5秒法力回复×1.0851,5,0,,,0,,,,868,,,,,,,,46991,冰层挖掘者腰带,258,4,3,6,无,,33280,战羽之环,46793,4,128,70,
103731,圣光扣带,护甲,治疗,4,3,6,腰部,280,耐力+107；智力+108,法术强度+140；急速等级+82；每5秒法力回复+42,1.00（触发效果额外，不扣属性预算）,法术强度+140；急速等级+82；每5秒法力回复+42,法术强度+149；急速等级+87；每5秒法力回复+40,法术强度×1.0643；急速等级×1.0610；每5秒法力回复×0.9524,5,0,,,0,,,,870,,,,,,,,50015,鲜血新星腰带,264,4,3,6,无,,33386,曼金杜腰带,47036,4,128,70,
103732,远征军的下装,护甲,治疗,4,3,7,腿部,280,耐力+143；智力+145,法术强度+196；暴击等级+126；每5秒法力回复+54,1.00（触发效果额外，不扣属性预算）,法术强度+196；暴击等级+126；每5秒法力回复+54,法术强度+209；暴击等级+116；每5秒法力回复+49,法术强度×1.0663；暴击等级×0.9206；每5秒法力回复×0.9074,5,1,蓝色,,0,,,,1354,,,,,,,,51193,神圣霜巫腿甲,264,4,3,7,无,,31963,残酷角斗士的链甲护腿,45966,4,136,70,
103733,龙骨荒野之腿甲,护甲,治疗,4,3,7,腿部,280,耐力+143；智力+145,法术强度+183；急速等级+103；每5秒法力回复+58,1.00（触发效果额外，不扣属性预算）,法术强度+183；急速等级+103；每5秒法力回复+58,法术强度+196；急速等级+101；每5秒法力回复+55,法术强度×1.0710；急速等级×0.9806；每5秒法力回复×0.9483,5,2,黄色,红色,0,,,,1350,,,,,,,,47450,仇恨深藏护腿,258,4,3,7,无,,32007,残酷角斗士的鳞甲护腿,46022,4,136,70,
103734,黑锋骑士之新生,护甲,治疗,4,3,7,腿部,280,耐力+143；智力+145,法术强度+185；暴击等级+107；每5秒法力回复+58,1.00（触发效果额外，不扣属性预算）,法术强度+185；暴击等级+107；每5秒法力回复+58,法术强度+195；暴击等级+109；每5秒法力回复+61,法术强度×1.0541；暴击等级×1.0187；每5秒法力回复×1.0517,5,2,红色,蓝色,0,,,,1354,,,,,,,,50450,暧昧诱惑护腿,264,4,3,7,无,,30142,裂隙追猎者护腿,43751,4,133,70,
103735,静潮·腿甲,护甲,治疗,4,3,7,腿部,280,耐力+143；智力+145,法术强度+183；急速等级+103；每5秒法力回复+58,1.00（触发效果额外，不扣属性预算）,法术强度+183；急速等级+103；每5秒法力回复+58,法术强度+193；急速等级+111；每5秒法力回复+53,法术强度×1.0546；急速等级×1.0777；每5秒法力回复×0.9138,5,0,,,0,,,,1350,,,,,,,,47087,仇恨深藏腿甲,258,4,3,7,无,,30167,灾难腿甲,43618,4,133,70,
103736,晨曦足甲,护甲,治疗,4,3,8,脚部,280,耐力+107；智力+108,法术强度+140；暴击等级+84；每5秒法力回复+42,1.00（触发效果额外，不扣属性预算）,法术强度+140；暴击等级+84；每5秒法力回复+42,法术强度+149；暴击等级+80；每5秒法力回复+42,法术强度×1.0643；暴击等级×0.9524；每5秒法力回复×1.0000,5,1,蓝色,,0,,,,1064,,,,,,,,49993,冥光胫甲,264,4,3,8,无,,30045,赤鹰之靴,46091,4,128,70,
103737,晨曦之失落荣光,护甲,治疗,4,3,8,脚部,280,耐力+106；智力+109,法术强度+136；每5秒法力回复+46；急速等级+70,1.00（触发效果额外，不扣属性预算）,法术强度+136；每5秒法力回复+46；急速等级+70,法术强度+137；每5秒法力回复+45；急速等级+69,法术强度×1.0074；每5秒法力回复×0.9783；急速等级×0.9857,5,2,黄色,红色,0,,,,1057,,,,,,,,51006,躲闪之靴,251,4,3,8,无,,30066,风暴行者之靴,44951,4,128,70,
103738,便鞋·远古誓言,护甲,治疗,4,3,8,脚部,280,耐力+106；智力+106,法术强度+144；暴击等级+84；每5秒法力回复+42,1.00（触发效果额外，不扣属性预算）,法术强度+144；暴击等级+84；每5秒法力回复+42,法术强度+146；暴击等级+86；每5秒法力回复+42,法术强度×1.0139；暴击等级×1.0238；每5秒法力回复×1.0000,5,1,红色,,0,,,,1069,,,,,,,,50652,冥光胫甲,277,4,3,8,无,,33324,生命之路长靴,47038,4,128,70,
103739,灰熊丘陵的秘法洪流,护甲,治疗,4,3,8,脚部,280,耐力+107；智力+108,法术强度+140；每5秒法力回复+47；急速等级+73,1.00（触发效果额外，不扣属性预算）,法术强度+140；每5秒法力回复+47；急速等级+73,法术强度+152；每5秒法力回复+46；急速等级+77,法术强度×1.0857；每5秒法力回复×0.9787；急速等级×1.0548,5,2,蓝色,黄色,0,,,,1064,,,,,,,,51873,曳行轻鞋,264,4,3,8,无,,33537,鸣雷战靴,47041,4,128,70,
103740,生命臂环,护甲,治疗,4,3,9,腕部,280,耐力+80；智力+81,法术强度+110；每5秒法力回复+35；暴击等级+61,1.00（触发效果额外，不扣属性预算）,法术强度+110；每5秒法力回复+35；暴击等级+61,法术强度+118；每5秒法力回复+35；暴击等级+64,法术强度×1.0727；每5秒法力回复×1.0000；暴击等级×1.0492,5,2,蓝色,黄色,0,,,,675,,,,,,,,47441,溷沌预兆裹腕,258,4,3,9,无,,30091,精准猎手护腕,46100,4,128,70,
103741,北风苔原之护腕,护甲,治疗,4,3,9,腕部,280,耐力+80；智力+82,法术强度+109；急速等级+62；每5秒法力回复+32,1.00（触发效果额外，不扣属性预算）,法术强度+109；急速等级+62；每5秒法力回复+32,法术强度+100；急速等级+60；每5秒法力回复+34,法术强度×0.9174；急速等级×0.9677；每5秒法力回复×1.0625,5,1,黄色,,0,,,,672,,,,,,,,50774,冷魂护腕,251,4,3,9,无,,33529,平稳护腕,47031,4,128,70,
103742,游侠将军的腕甲,护甲,治疗,4,3,9,腕部,280,耐力+80；智力+81,法术强度+110；每5秒法力回复+35；暴击等级+61,1.00（触发效果额外，不扣属性预算）,法术强度+110；每5秒法力回复+35；暴击等级+61,法术强度+103；每5秒法力回复+32；暴击等级+59,法术强度×0.9364；每5秒法力回复×0.9143；暴击等级×0.9672,5,1,红色,,0,,,,675,,,,,,,,47068,溷沌预兆护腕,258,4,3,9,无,,33532,闪烁土灵护腕,47035,4,128,70,
103743,蓝龙军团月泉束腕,护甲,治疗,4,3,9,腕部,280,耐力+81；智力+83,法术强度+108；急速等级+67；每5秒法力回复+24,1.00（触发效果额外，不扣属性预算）,法术强度+108；急速等级+67；每5秒法力回复+24,法术强度+104；急速等级+63；每5秒法力回复+24,法术强度×0.9630；急速等级×0.9403；每5秒法力回复×1.0000,5,1,蓝色,,0,,,,670,,,,,,,,47580,黑甲护腕,245,4,3,9,无,,32809,老兵的链甲护腕,46051,4,126,70,
103744,恩泽之余烬,护甲,治疗,4,3,10,手部,280,耐力+107；智力+108,法术强度+152；暴击等级+93；每5秒法力回复+42,1.00（触发效果额外，不扣属性预算）,法术强度+152；暴击等级+93；每5秒法力回复+42,法术强度+151；暴击等级+84；每5秒法力回复+39,法术强度×0.9934；暴击等级×0.9032；每5秒法力回复×0.9286,5,1,蓝色,,0,,,,967,,,,,,,,51191,神圣霜巫手甲,264,4,3,10,无,,30140,裂隙追猎者护手,43749,4,133,70,
103745,凛冬余威·手套,护甲,治疗,4,3,10,手部,280,耐力+107；智力+108,法术强度+140；急速等级+91；每5秒法力回复+37,1.00（触发效果额外，不扣属性预算）,法术强度+140；急速等级+91；每5秒法力回复+37,法术强度+143；急速等级+85；每5秒法力回复+39,法术强度×1.0214；急速等级×0.9341；每5秒法力回复×1.0541,5,1,黄色,,0,,,,967,,,,,,,,50064,骯脏的外科手套,264,4,3,10,无,,30165,灾难手套,43698,4,133,70,
103746,静潮战拳,护甲,治疗,4,3,10,手部,280,耐力+106；智力+106,法术强度+154；暴击等级+93；每5秒法力回复+42,1.00（触发效果额外，不扣属性预算）,法术强度+154；暴击等级+93；每5秒法力回复+42,法术强度+159；暴击等级+90；每5秒法力回复+44,法术强度×1.0325；暴击等级×0.9677；每5秒法力回复×1.0476,5,1,红色,,0,,,,972,,,,,,,,51248,神圣霜巫手甲,277,4,3,10,无,,29976,世界风暴护手,46094,4,128,70,
103747,生命拳甲,护甲,治疗,4,3,10,手部,280,耐力+106；智力+107,法术强度+150；急速等级+82；每5秒法力回复+47,1.00（触发效果额外，不扣属性预算）,法术强度+150；急速等级+82；每5秒法力回复+47,法术强度+151；急速等级+77；每5秒法力回复+43,法术强度×1.0067；急速等级×0.9390；每5秒法力回复×0.9149,5,2,蓝色,黄色,0,,,,965,,,,,,,,48306,萨尔的凯旋手甲,258,4,3,10,无,,33528,狙击护手,47030,4,128,70,
103748,月泉镇压战盔,护甲,治疗,4,4,1,头部,280,耐力+143；智力+145,法术强度+196；暴击等级+107；每5秒法力回复+54,1.00（触发效果额外，不扣属性预算）,法术强度+196；暴击等级+107；每5秒法力回复+54,法术强度+177；暴击等级+98；每5秒法力回复+50,法术强度×0.9031；暴击等级×0.9159；每5秒法力回复×0.9259,5,2,混沌,蓝色,0,,,,2247,,,,,,,,50060,遗忘者面甲,264,4,4,1,无,,30115,毁灭者巨盔,47594,4,133,70,
103749,祖达克月泉面甲,护甲,治疗,4,4,1,头部,280,耐力+143；智力+147,法术强度+177；暴击等级+93；每5秒法力回复+63,1.00（触发效果额外，不扣属性预算）,法术强度+177；暴击等级+93；每5秒法力回复+63,法术强度+180；暴击等级+96；每5秒法力回复+60,法术强度×1.0169；暴击等级×1.0323；每5秒法力回复×0.9524,5,3,混沌,蓝色,0,,,,2224,,,,,,,,47682,无眠守望头盔,245,4,4,1,无,,30125,晶铸面甲,44050,4,133,70,红色
103750,慈悲兜帽,护甲,治疗,4,4,1,头部,280,耐力+143；智力+147,法术强度+177；暴击等级+93；每5秒法力回复+63,1.00（触发效果额外，不扣属性预算）,法术强度+177；暴击等级+93；每5秒法力回复+63,法术强度+171；暴击等级+99；每5秒法力回复+63,法术强度×0.9661；暴击等级×1.0645；每5秒法力回复×1.0000,5,3,混沌,黄色,0,,,,2224,,,,,,,,47681,无眠守望重盔,245,4,4,1,无,,33421,百战獠盔,46987,4,133,70,蓝色
103751,慈悲回响头冠,护甲,治疗,4,4,1,头部,280,耐力+143；智力+143,法术强度+200；暴击等级+109；每5秒法力回复+55,1.00（触发效果额外，不扣属性预算）,法术强度+200；暴击等级+109；每5秒法力回复+55,法术强度+183；暴击等级+109；每5秒法力回复+59,法术强度×0.9150；暴击等级×1.0000；每5秒法力回复×1.0727,5,2,混沌,蓝色,0,,,,2259,,,,,,,,50701,被遗忘面甲,277,4,4,1,无,,29983,魔钢战盔,46577,4,128,70,
103752,先知凝视肩铠,护甲,治疗,4,4,3,肩部,280,耐力+107；智力+108,法术强度+140；暴击等级+93；每5秒法力回复+37,1.00（触发效果额外，不扣属性预算）,法术强度+140；暴击等级+93；每5秒法力回复+37,法术强度+128；暴击等级+93；每5秒法力回复+35,法术强度×0.9143；暴击等级×1.0000；每5秒法力回复×0.9459,5,2,蓝色,黄色,0,,,,2074,,,,,,,,49980,斑驳的骨刺护肩,264,4,4,3,无,,30084,银色哨兵肩甲,46349,4,128,70,
103753,暮光前线纯净护肩,护甲,治疗,4,4,3,肩部,280,耐力+107；智力+112,法术强度+159；急速等级+94；每5秒法力回复+42,1.00（触发效果额外，不扣属性预算）,法术强度+159；急速等级+94；每5秒法力回复+42,法术强度+170；急速等级+101；每5秒法力回复+45,法术强度×1.0692；急速等级×1.0745；每5秒法力回复×1.0714,5,0,,,0,,,,2077,,,,,,,,45140,锋鳞护肩,232,4,4,3,无,,33299,鼓吹肩铠,46807,4,128,70,
103754,风暴前夜肩卫,护甲,治疗,4,4,3,肩部,280,耐力+106；智力+106,法术强度+144；暴击等级+93；每5秒法力回复+38,1.00（触发效果额外，不扣属性预算）,法术强度+144；暴击等级+93；每5秒法力回复+38,法术强度+148；暴击等级+91；每5秒法力回复+39,法术强度×1.0278；暴击等级×0.9785；每5秒法力回复×1.0263,5,0,,,0,,,,2085,,,,,,,,50617,锈蚀骨尖肩铠,277,4,4,3,无,,33514,恐怖命运肩铠,47018,4,128,70,
103755,黑锋骑士的肩胄,护甲,治疗,4,4,3,肩部,280,耐力+107；智力+108,法术强度+140；暴击等级+75；每5秒法力回复+47,1.00（触发效果额外，不扣属性预算）,法术强度+140；暴击等级+75；每5秒法力回复+47,法术强度+134；暴击等级+75；每5秒法力回复+46,法术强度×0.9571；暴击等级×1.0000；每5秒法力回复×0.9787,5,0,,,0,,,,2074,,,,,,,,51824,翡翠圣徒肩甲,264,4,4,3,无,,27706,角斗士的板层甲护肩,41137,4,123,70,
103756,外套·惊雷,护甲,治疗,4,4,5,胸部,280,耐力+143；智力+145,法术强度+193；暴击等级+107；每5秒法力回复+63,1.00（触发效果额外，不扣属性预算）,法术强度+193；暴击等级+107；每5秒法力回复+63,法术强度+174；暴击等级+101；每5秒法力回复+59,法术强度×0.9016；暴击等级×0.9439；每5秒法力回复×0.9365,5,1,蓝色,,0,,,,2758,,,,,,,,48584,图拉扬的凯旋护胸,258,4,4,5,无,,30102,海怪之心胸甲,46082,4,138,70,
103757,黑锋骑士团祈愿战甲,护甲,治疗,4,4,5,胸部,280,耐力+143；智力+196,法术强度+162；每5秒法力回复+55；急速等级+104,1.00（触发效果额外，不扣属性预算）,法术强度+162；每5秒法力回复+55；急速等级+104,法术强度+174；每5秒法力回复+54；急速等级+97,法术强度×1.0741；每5秒法力回复×0.9818；急速等级×0.9327,5,1,黄色,,0,,,,2796,,,,,,,,45305,冥界胸铠,225,4,4,5,无,,30486,残酷角斗士的板甲护胸,45972,4,136,70,
103758,唤星者追猎外套,护甲,治疗,4,4,5,胸部,280,耐力+143；智力+145,法术强度+186；每5秒法力回复+49；暴击等级+126,1.00（触发效果额外，不扣属性预算）,法术强度+186；每5秒法力回复+49；暴击等级+126,法术强度+185；每5秒法力回复+52；暴击等级+118,法术强度×0.9946；每5秒法力回复×1.0612；暴击等级×0.9365,5,2,红色,蓝色,0,,,,2766,,,,,,,,51861,败血缝合胸铠,264,4,4,5,无,,31992,残酷角斗士的板层甲护胸,46009,4,136,70,
