entry,名称,分组,定位,class,subclass,InventoryType,槽位,装等,白字属性,绿字归一值,绿字最终值,绿字最终随机系数,属性条数,模板原始属性总和,260归一属性总和,随机前后总属性比,插槽数量,插槽1颜色,插槽2颜色,插槽Bonus,伤害,攻速毫秒,DPS,护甲,格挡值,基准entry,基准名称,基准装等,基准class,基准subclass,基准InventoryType,预算回退方式,等价词条映射,外观entry,外观名称,displayid,外观品质,外观物品装等,外观需求等级,插槽3颜色
101521,巨魔祭司之护手,护甲,力量输出,4,4,10,手部,260,力量+127；耐力+140,暴击等级+83；精准等级+52,暴击等级+76；精准等级+56,暴击等级×0.9157；精准等级×1.0769,4,290,402,0.9925,1,红色,,0,,,,1619,,46219,征服者神御护手,226,4,4,10,无,,32278,沉默的公正,46487,4,141,70,
101522,大领主之战盔,护甲,坦克,4,4,1,头部,260,力量+156；耐力+199,防御等级+74；躲闪等级+67；招架等级+74,防御等级+79；躲闪等级+72；招架等级+76,防御等级×1.0676；躲闪等级×1.0746；招架等级×1.0270,5,592,570,1.0211,2,混沌,黄色,0,,,,2120,,51218,神圣伊米亚之王重盔,264,4,4,1,无,,30988,光明使者巨盔,46358,4,146,70,
101523,残月面罩,护甲,坦克,4,4,1,头部,260,力量+118；耐力+198,防御等级+96；命中等级+63；躲闪等级+104,防御等级+92；命中等级+67；躲闪等级+98,防御等级×0.9583；命中等级×1.0635；躲闪等级×0.9423,5,568,579,0.9896,3,混沌,黄色,0,,,,2114,,48550,库尔迪拉的凯旋面甲,258,4,4,1,无,,33697,复仇角斗士的板层甲头盔,47759,4,146,70,蓝色
101524,冬泉谷之战盔,护甲,坦克,4,4,1,头部,260,力量+120；耐力+193,防御等级+94；精准等级+79；躲闪等级+83,防御等级+85；精准等级+76；躲闪等级+84,防御等级×0.9043；精准等级×0.9620；躲闪等级×1.0120,5,496,569,0.9807,3,混沌,红色,0,,,,2098,,47678,荣光头盔,245,4,4,1,无,,33730,复仇角斗士的板甲头盔,49686,4,146,70,蓝色
101525,黑翼之巢极光战盔,护甲,坦克,4,4,1,头部,260,力量+156；耐力+203,防御等级+82；躲闪等级+67；招架等级+74,防御等级+75；躲闪等级+68；招架等级+67,防御等级×0.9146；躲闪等级×1.0149；招架等级×0.9054,5,604,582,0.9777,2,混沌,黄色,0,,,,2120,,51173,神圣光誓面甲,264,4,4,1,无,,32354,命运皇冠,45843,4,141,70,
101526,泰坦肩甲,护甲,坦克,4,4,3,肩部,260,力量+115；耐力+163,防御等级+61；躲闪等级+53；招架等级+61,防御等级+66；躲闪等级+56；招架等级+66,防御等级×1.0820；躲闪等级×1.0566；招架等级×1.0820,5,470,453,1.0287,0,,,0,,,,1957,,51215,神圣伊米亚之王护肩,264,4,4,3,无,,32570,迅钢护肩,45413,4,141,70,
101527,不灭肩甲,护甲,坦克,4,4,3,肩部,260,力量+119；耐力+174,防御等级+64；躲闪等级+58；命中等级+60,防御等级+60；躲闪等级+60；命中等级+57,防御等级×0.9375；躲闪等级×1.0345；命中等级×0.9500,5,365,475,0.9895,0,,,0,,,,1960,,45251,拆解者肩铠,232,4,4,3,无,,32573,晨钢护肩,45407,4,141,70,
101528,裂地肩铠,护甲,坦克,4,4,3,肩部,260,力量+88；耐力+161,防御等级+77；躲闪等级+77；精准等级+51,防御等级+76；躲闪等级+73；精准等级+48,防御等级×0.9870；躲闪等级×0.9481；精准等级×0.9412,5,446,454,0.9824,0,,,0,,,,1952,,48647,莉亚德琳的凯旋肩甲,258,4,4,3,无,,30490,残酷角斗士的板甲护肩,45970,4,136,70,
101529,晨辉·肩甲,护甲,坦克,4,4,3,肩部,260,力量+88；耐力+161,防御等级+77；躲闪等级+77；精准等级+51,防御等级+81；躲闪等级+71；精准等级+47,防御等级×1.0519；躲闪等级×0.9221；精准等级×0.9216,5,446,454,0.9868,1,蓝色,,0,,,,1952,,48646,图拉扬的凯旋肩甲,258,4,4,3,无,,31996,残酷角斗士的板层甲护肩,46012,4,136,70,
101530,祖达克胸铠,护甲,坦克,4,4,5,胸部,260,力量+156；耐力+210,防御等级+81；招架等级+73；躲闪等级+73,防御等级+82；招架等级+66；躲闪等级+78,防御等级×1.0123；招架等级×0.9041；躲闪等级×1.0685,5,583,593,0.9983,2,蓝色,红色,0,,,,2603,,48651,莉亚德琳的凯旋胸甲,258,4,4,5,无,,33695,复仇角斗士的板层甲护胸,47949,4,146,70,
101531,先驱者护胸,护甲,坦克,4,4,5,胸部,260,力量+118；耐力+199,防御等级+104；躲闪等级+105；命中等级+56,防御等级+107；躲闪等级+102；命中等级+60,防御等级×1.0288；躲闪等级×0.9714；命中等级×1.0714,5,604,582,1.0069,0,,,0,,,,2611,,50024,凋零战甲,264,4,4,5,无,,33728,复仇角斗士的板甲护胸,46867,4,146,70,
101532,破晓断岳胸甲,护甲,坦克,4,4,5,胸部,260,力量+118；耐力+185,防御等级+104；精准等级+79；躲闪等级+87,防御等级+109；精准等级+86；躲闪等级+89,防御等级×1.0481；精准等级×1.0886；躲闪等级×1.0230,5,564,573,1.0244,0,,,0,,,,2603,,47415,巨兽胸铠,258,4,4,5,无,,30896,防御者的荣耀,45222,4,141,70,
101533,冻结胸甲,护甲,坦克,4,4,5,胸部,260,力量+115；耐力+202,防御等级+109；招架等级+69；精准等级+90,防御等级+104；招架等级+68；精准等级+95,防御等级×0.9541；招架等级×0.9855；精准等级×1.0556,5,425,585,0.9983,1,蓝色,,0,,,,2591,,46039,永恒胸铠,226,4,4,5,无,,32365,裂心胸铠,45311,4,141,70,
101534,风暴领主守护扣带,护甲,坦克,4,4,6,腰部,260,力量+116；耐力+149,防御等级+61；躲闪等级+45；招架等级+61,防御等级+61；躲闪等级+42；招架等级+60,防御等级×1.0000；躲闪等级×0.9333；招架等级×0.9836,5,424,432,0.9907,0,,,0,,,,1463,,47444,血痕腰带,258,4,4,6,无,,34941,无畏者腰带,42651,4,141,70,
101535,星轨之战带,护甲,坦克,4,4,6,腰部,260,力量+81；耐力+175,防御等级+66；躲闪等级+77；命中等级+79,防御等级+63；躲闪等级+77；命中等级+80,防御等级×0.9545；躲闪等级×1.0000；命中等级×1.0127,5,349,478,0.9958,1,红色,,0,,,,1458,,45825,持盾护卫束带,226,4,4,6,无,,34944,沸腾怒气护腰,48477,4,141,70,
101536,金曦战带,护甲,坦克,4,4,6,腰部,260,力量+116；耐力+149,防御等级+61；躲闪等级+45；招架等级+61,防御等级+63；躲闪等级+47；招架等级+67,防御等级×1.0328；躲闪等级×1.0444；招架等级×1.0984,5,424,432,1.0231,1,黄色,,0,,,,1463,,47076,血痕束带,258,4,4,6,无,,32801,老兵的板层甲腰带,46042,4,136,70,
101537,命运·扣带,护甲,坦克,4,4,6,腰部,260,力量+88；耐力+151,防御等级+83；招架等级+52；命中等级+59,防御等级+85；招架等级+55；命中等级+64,防御等级×1.0241；招架等级×1.0577；命中等级×1.0847,5,450,433,1.0231,1,蓝色,,0,,,,1468,,51831,依米亚铁索腰带,264,4,4,6,无,,32805,老兵的板甲腰带,46039,4,136,70,
101538,费伍德星轨腿胄,护甲,坦克,4,4,7,腿部,260,力量+118；耐力+210,防御等级+75；招架等级+71；躲闪等级+81,防御等级+74；招架等级+67；躲闪等级+80,防御等级×0.9867；招架等级×0.9437；躲闪等级×0.9877,5,546,555,0.9892,1,蓝色,,0,,,,2277,,48551,库尔迪拉的凯旋腿甲,258,4,4,7,无,,32263,执政官护腿,45334,4,141,70,
101539,红龙军团之护腿,护甲,坦克,4,4,7,腿部,260,力量+118；耐力+199,防御等级+89；躲闪等级+105；命中等级+71,防御等级+87；躲闪等级+98；命中等级+67,防御等级×0.9775；躲闪等级×0.9333；命中等级×0.9437,5,604,582,0.9777,0,,,0,,,,2283,,49964,失落希望腿甲,264,4,4,7,无,,32341,神圣惩戒护腿,46488,4,141,70,
101540,腿甲·星环,护甲,坦克,4,4,7,腿部,260,力量+118；耐力+199,防御等级+104；躲闪等级+105；精准等级+56,防御等级+103；躲闪等级+98；精准等级+57,防御等级×0.9904；躲闪等级×0.9333；精准等级×1.0179,5,604,582,0.9880,0,,,0,,,,2283,,51895,亡铸腿铠,264,4,4,7,无,,34922,镇静腿甲,48470,4,141,70,
101541,腿胄·符文,护甲,坦克,4,4,7,腿部,260,力量+118；耐力+198,防御等级+96；招架等级+88；精准等级+79,防御等级+97；招架等级+92；精准等级+72,防御等级×1.0104；招架等级×1.0455；精准等级×0.9114,5,568,579,0.9965,0,,,0,,,,2277,,47434,狂热奉献腿铠,258,4,4,7,无,,34940,太阳卫士腿铠,45220,4,141,70,
101542,战靴·山岳,护甲,坦克,4,4,8,脚部,260,力量+116；耐力+161,防御等级+45；躲闪等级+61；招架等级+53,防御等级+41；躲闪等级+57；招架等级+57,防御等级×0.9111；躲闪等级×0.9344；招架等级×1.0755,5,428,436,0.9908,1,蓝色,,0,,,,1789,,53111,后裔足靴,258,4,4,8,无,,32789,老兵的板层甲护胫,46044,4,136,70,
101543,神祇降世足铠,护甲,坦克,4,4,8,脚部,260,力量+88；耐力+151,防御等级+68；躲闪等级+83；命中等级+43,防御等级+64；躲闪等级+88；命中等级+43,防御等级×0.9412；躲闪等级×1.0602；命中等级×1.0000,5,450,433,1.0023,2,红色,黄色,0,,,,1794,,51816,天谴尖牙踏靴,264,4,4,8,无,,32793,老兵的板甲护胫,46041,4,136,70,
101544,苍穹护足,护甲,坦克,4,4,8,脚部,260,力量+88；耐力+151,防御等级+77；躲闪等级+70；精准等级+51,防御等级+78；躲闪等级+68；精准等级+55,防御等级×1.0130；躲闪等级×0.9714；精准等级×1.0784,5,454,437,1.0069,0,,,0,,,,1794,,50190,狞笑之颅重靴,264,4,4,8,无,,32402,影钢战靴,45785,4,130,70,
101545,沙塔斯之战靴,护甲,坦克,4,4,8,脚部,260,力量+78；耐力+140,防御等级+67；招架等级+79；精准等级+59,防御等级+73；招架等级+86；精准等级+56,防御等级×1.0896；招架等级×1.0886；精准等级×0.9492,5,307,423,1.0236,1,蓝色,,0,,,,1781,,45988,钢铁军队胫甲,226,4,4,8,无,,30027,无尽勇气之靴,44966,4,128,70,
101546,大地·护臂,护甲,坦克,4,4,9,腕部,260,力量+86；耐力+119,防御等级+46；招架等级+39；躲闪等级+47,防御等级+47；招架等级+38；躲闪等级+51,防御等级×1.0217；招架等级×0.9744；躲闪等级×1.0851,5,350,337,1.0119,1,蓝色,,0,,,,1142,,49960,黑暗清算护腕,264,4,4,9,无,,32568,迅钢护腕,45404,4,141,70,
101547,血色修道院护臂,护甲,坦克,4,4,9,腕部,260,力量+68；耐力+117,防御等级+57；命中等级+44；躲闪等级+47,防御等级+56；命中等级+40；躲闪等级+49,防御等级×0.9825；命中等级×0.9091；躲闪等级×1.0426,5,290,333,0.9910,0,,,0,,,,1130,,47571,萨隆邪铁断剑护腕,245,4,4,9,无,,32571,晨钢护腕,45402,4,141,70,
101548,赤霞之腕甲,护甲,坦克,4,4,9,腕部,260,力量+66；耐力+118,防御等级+58；精准等级+44；招架等级+50,防御等级+63；精准等级+47；招架等级+48,防御等级×1.0862；精准等级×1.0682；招架等级×0.9600,5,330,336,1.0179,1,黄色,,0,,,,1139,,47459,盾卫臂甲,258,4,4,9,无,,33813,守备官的板甲护腕,47092,4,141,70,
101549,臂甲·永恒,护甲,坦克,4,4,9,腕部,260,力量+66；耐力+118,防御等级+58；精准等级+44；招架等级+50,防御等级+56；精准等级+48；招架等级+47,防御等级×0.9655；精准等级×1.0909；招架等级×0.9400,5,330,336,0.9970,1,蓝色,,0,,,,1139,,47111,盾卫护腕,258,4,4,9,无,,33889,守备官的板层甲护腕,47416,4,141,70,
101550,银色北伐军驭天臂铠,护甲,坦克,4,4,10,手部,260,力量+116；耐力+161,防御等级+61；躲闪等级+53；招架等级+61,防御等级+63；躲闪等级+51；招架等级+66,防御等级×1.0328；躲闪等级×0.9623；招架等级×1.0820,5,444,452,1.0111,0,,,0,,,,1626,,48650,莉亚德琳的凯旋手甲,258,4,4,10,无,,32280,强制护手,45715,4,141,70,
101551,青铜龙轰雷臂铠,护甲,坦克,4,4,10,手部,260,力量+85；耐力+158,防御等级+65；躲闪等级+73；命中等级+69,防御等级+60；躲闪等级+79；命中等级+64,防御等级×0.9231；躲闪等级×1.0822；命中等级×0.9275,5,329,450,0.9911,0,,,0,,,,1619,,46164,征服者的突围手甲,226,4,4,10,无,,32608,掠夺护手,45728,4,141,70,
101552,壁垒手甲,护甲,坦克,4,4,10,手部,260,力量+83；耐力+151,防御等级+77；躲闪等级+62；精准等级+68,防御等级+71；躲闪等级+56；精准等级+64,防御等级×0.9221；躲闪等级×0.9032；精准等级×0.9412,5,457,441,0.9637,1,黄色,,0,,,,1631,,51835,血管粉碎护手,264,4,4,10,无,,29998,银月皇家护手,46076,4,138,70,
101553,青铜护手,护甲,坦克,4,4,10,手部,260,力量+88；耐力+176,防御等级+67；招架等级+77；精准等级+53,防御等级+62；招架等级+79；精准等级+50,防御等级×0.9254；招架等级×1.0260；精准等级×0.9434,5,335,461,0.9870,0,,,0,,,,1619,,46236,征服者黑暗符文手甲,226,4,4,10,无,,30112,波浪荣耀护手,46079,4,138,70,
101554,红龙军团之霜痕,通用槽位,法系输出,4,0,2,颈部,260,耐力+66；智力+66,法术强度+93；暴击等级+58；急速等级+44,法术强度+99；暴击等级+61；急速等级+40,法术强度×1.0645；暴击等级×1.0517；急速等级×0.9091,5,321,327,1.0153,2,黄色,蓝色,0,,,,,,47468,瓦格里的恸哭,258,4,0,2,无,,17782,束缚坠饰,6494,5,80,60,
101555,龙骨之断岳,通用槽位,法系输出,4,0,2,颈部,260,耐力+68；智力+65,法术强度+94；暴击等级+58；命中等级+50,法术强度+96；暴击等级+60；命中等级+53,法术强度×1.0213；暴击等级×1.0345；命中等级×1.0600,5,348,335,1.0209,1,蓝色,,0,,,,,,51863,血脉分离垂饰,264,4,0,2,无,,34358,硬化氪金项链,39214,4,159,70,
101556,魔能项圈,通用槽位,法系输出,4,0,2,颈部,260,耐力+66；智力+66,法术强度+94；急速等级+58；命中等级+50,法术强度+88；急速等级+54；命中等级+46,法术强度×0.9362；急速等级×0.9310；命中等级×0.9200,5,347,334,0.9581,1,红色,,0,,,,,,50005,默悼护符,264,4,0,2,无,,34359,阳炎坠饰,45351,4,159,70,
101557,月刃之印记,通用槽位,法系输出,4,0,2,颈部,260,耐力+69；智力+66,法术强度+92；暴击等级+58；命中等级+49,法术强度+88；暴击等级+53；命中等级+52,法术强度×0.9565；暴击等级×0.9138；命中等级×1.0612,5,306,334,0.9820,0,,,0,,,,,,51016,血脉分离垂饰,251,4,0,2,无,,34177,终结锁链,48511,4,154,70,
101558,天火·戒律,通用槽位,法系输出,4,0,11,戒指,260,耐力+63；智力+67,法术强度+94；暴击等级+64；急速等级+40,法术强度+97；暴击等级+69；急速等级+41,法术强度×1.0319；暴击等级×1.0781；急速等级×1.0250,5,340,328,1.0274,2,黄色,蓝色,0,,,,,,51849,樱红缠丝指环,264,4,0,11,无,,52572,无尽力量灰烬指环,63958,4,277,1,
101559,镇魂使之印戒,通用槽位,法系输出,4,0,11,戒指,260,耐力+66；智力+66,法术强度+93；暴击等级+58；命中等级+50,法术强度+95；暴击等级+59；命中等级+53,法术强度×1.0215；暴击等级×1.0172；命中等级×1.0600,5,327,333,1.0180,1,蓝色,,0,,,,,,53116,萨薇安娜的供品,258,4,0,11,无,,34361,硬化氪金指环,39126,4,159,70,
101560,冻结之戒,通用槽位,法系输出,4,0,11,戒指,260,耐力+67；智力+67,法术强度+102；急速等级+63；命中等级+51,法术强度+101；急速等级+63；命中等级+46,法术强度×0.9902；急速等级×1.0000；命中等级×0.9020,5,345,350,0.9829,1,红色,,0,,,,,,50384,汹涌毁灭之灰烬指环,259,4,0,11,无,,34362,熔铸能量指环,31616,4,159,70,
101561,惊雷·指环,通用槽位,法系输出,4,0,11,戒指,260,耐力+66；智力+66,法术强度+94；急速等级+67；命中等级+37,法术强度+89；急速等级+66；命中等级+36,法术强度×0.9468；急速等级×0.9851；命中等级×0.9730,5,342,330,0.9788,2,黄色,蓝色,0,,,,,,50170,瓦拉纳的备用徽记之戒,264,4,0,11,无,,34166,光棱指环,39123,4,154,70,
101562,苍白之戒,通用槽位,法系输出,4,0,11,戒指,260,耐力+66；智力+66,法术强度+94；暴击等级+58；急速等级+50,法术强度+95；暴击等级+55；急速等级+48,法术强度×1.0106；暴击等级×0.9483；急速等级×0.9600,5,347,334,0.9880,1,蓝色,,0,,,,,,50008,飞升之戒,264,4,0,11,无,,34189,灾难指环,31655,4,154,70,
101563,生长·戒律,通用槽位,法系输出,4,0,11,戒指,260,耐力+66；智力+66,法术强度+94；命中等级+43；暴击等级+63,法术强度+99；命中等级+41；暴击等级+66,法术强度×1.0532；命中等级×0.9535；暴击等级×1.0476,5,345,332,1.0181,2,红色,黄色,0,,,,,,49977,无尽迷宫指环,264,4,0,11,无,,34213,坚定决心指环,45948,4,154,70,
101564,霜狼酋长之腐化,通用槽位,法系输出,4,1,16,披风,260,耐力+66；智力+66,法术强度+93；暴击等级+58；急速等级+50,法术强度+84；暴击等级+59；急速等级+48,法术强度×0.9032；暴击等级×1.0172；急速等级×0.9600,5,327,333,0.9700,1,黄色,,0,,,,174,,48671,苦咒斗篷,258,4,1,16,无,,34241,原罪披风,48868,4,164,70,
101565,晨辉·斗篷,通用槽位,法系输出,4,1,16,披风,260,耐力+74；智力+63,法术强度+90；命中等级+51；暴击等级+53,法术强度+86；命中等级+50；暴击等级+51,法术强度×0.9556；命中等级×0.9804；暴击等级×0.9623,5,271,331,0.9789,1,蓝色,,0,,,,172,,45242,灭亡斗篷,239,4,1,16,无,,34242,安东尼达斯的破碎斗篷,48871,4,164,70,
101566,裂云斗篷,通用槽位,法系输出,4,1,16,披风,260,耐力+66；智力+66；精神+58,法术强度+93；急速等级+50,法术强度+91；急速等级+51,法术强度×0.9785；急速等级×1.0200,5,327,333,0.9970,1,红色,,0,,,,174,,48672,狂热十字军披风,258,4,1,16,无,,41591,军士的强固斗篷,27088,4,156,70,
101567,驭雷者之峥嵘,通用槽位,法系输出,4,1,16,披风,260,耐力+66；智力+66,法术强度+93；急速等级+58；命中等级+50,法术强度+90；急速等级+61；命中等级+51,法术强度×0.9677；急速等级×1.0517；命中等级×1.0200,5,327,333,1.0030,0,,,0,,,,174,,47452,偏移斗篷,258,4,1,16,无,,34190,血色珍珠披风,48869,4,154,70,
101568,雷霆项链,通用槽位,力量输出,4,0,2,颈部,260,力量+91；耐力+99,暴击等级+58；命中等级+50,暴击等级+56；命中等级+49,暴击等级×0.9655；命中等级×0.9800,4,292,298,0.9899,0,,,0,,,,,,47458,刽子手的恶行,258,4,0,2,无,,34178,深渊领主颈圈,48507,4,154,70,
101569,群星坠饰,通用槽位,力量输出,4,0,2,颈部,260,力量+91；耐力+99,暴击等级+60；急速等级+47,暴击等级+63；急速等级+48,暴击等级×1.0500；急速等级×1.0213,4,309,297,1.0135,2,黄色,蓝色,0,,,,,,51842,傲慢轻蔑项圈,264,4,0,2,无,,34184,贵族精灵的胸针,48509,4,154,70,
101570,矮人锻造师之夜幕,通用槽位,力量输出,4,0,2,颈部,260,力量+91；耐力+99,暴击等级+58；护甲穿透等级+51,暴击等级+57；护甲穿透等级+48,暴击等级×0.9828；护甲穿透等级×0.9412,4,332,299,0.9866,1,蓝色,,0,,,,,,53132,光影相交坠饰,271,4,0,2,无,,34204,自由魔法项链,48512,4,154,70,
101571,回响坠饰,通用槽位,力量输出,4,0,2,颈部,260,力量+91；耐力+99,暴击等级+60；精准等级+47,暴击等级+54；精准等级+45,暴击等级×0.9000；精准等级×0.9574,4,309,297,0.9731,0,,,0,,,,,,51867,感染颈饰,264,4,0,2,无,,35132,护卫者的征服坠饰,39162,4,154,70,
101572,万法王之星云,通用槽位,力量输出,4,0,11,戒指,260,力量+99；耐力+99,暴击等级+58；命中等级+58,暴击等级+62；命中等级+60,暴击等级×1.0690；命中等级×1.0345,4,310,314,1.0191,1,红色,,0,,,,,,52570,强效力量灰烬指环,259,4,0,11,无,,34230,全能之戒,44358,4,154,70,
101573,临世之戒,通用槽位,力量输出,4,0,11,戒指,260,力量+91；耐力+99,暴击等级+58；急速等级+50,暴击等级+53；急速等级+50,暴击等级×0.9138；急速等级×1.0000,4,292,298,0.9832,1,黄色,,0,,,,,,47413,暴戾指环,258,4,0,11,无,,35129,护卫者的统御指环,39129,4,154,70,
